animal_id_outcome,outcome_type
A732951,Transfer
A732952,Adoption
A732953,Adoption
A732953,Adoption
A732954,Adoption
A732955,Transfer
A732956,Adoption
A732957,Adoption
A732958,Adoption
A732960,Adoption
A732961,Adoption
A732962,Transfer
A732963,Return to Owner
A732964,Return to Owner
A732965,Adoption
A732966,Return to Owner
A732967,Adoption
A732970,Adoption
A732971,Euthanasia
A732972,Euthanasia
A732974,Euthanasia
A732976,Adoption
A732979,Transfer
A732980,Adoption
A732981,Return to Owner
A732981,Adoption
A732982,Adoption
A732983,Transfer
A732984,Transfer
A732985,Transfer
A732986,Transfer
A732987,Transfer
A732988,Transfer
A732989,Adoption
A732990,Adoption
A732990,Adoption
A732991,Euthanasia
A732991,Return to Owner
A732992,Return to Owner
A732992,Return to Owner
A732993,Euthanasia
A732994,Transfer
A732994,Transfer
A732994,Transfer
A732995,Euthanasia
A732996,Euthanasia
A732997,Euthanasia
A733000,Euthanasia
A733001,Return to Owner
A733002,Return to Owner
A733003,Adoption
A733007,Transfer
A733008,Adoption
A733009,Return to Owner
A733009,Adoption
A733011,Return to Owner
A733012,Return to Owner
A733012,Return to Owner
A733014,Return to Owner
A733014,Return to Owner
A733015,Transfer
A733016,Transfer
A733017,Transfer
A733018,Transfer
A733019,Transfer
A733020,Transfer
A733021,Transfer
A733022,Transfer
A733023,Transfer
A733024,Transfer
A733027,Adoption
A733028,Adoption
A733029,Adoption
A733030,Adoption
A733031,Adoption
A733032,Adoption
A733033,Adoption
A733034,Adoption
A733035,Adoption
A733036,Adoption
A733037,Return to Owner
A733038,Adoption
A733039,Euthanasia
A733040,Transfer
A733041,Return to Owner
A733042,Adoption
A733043,Adoption
A733043,Adoption
A733044,Adoption
A733044,Adoption
A733045,Adoption
A733046,Adoption
A733047,Relocate
A733048,Return to Owner
A733048,Return to Owner
A733050,Adoption
A733052,Euthanasia
A733053,Euthanasia
A733054,Adoption
A733055,Euthanasia
A733056,Adoption
A733056,Adoption
A733063,Return to Owner
A733066,Transfer
A733070,Euthanasia
A733071,Adoption
A733076,Transfer
A733077,Transfer
A733078,Return to Owner
A733080,Adoption
A733081,Euthanasia
A733082,Adoption
A733084,Return to Owner
A733085,Transfer
A733086,Adoption
A733087,Transfer
A733088,Adoption
A733090,Transfer
A733091,Transfer
A733092,Return to Owner
A733093,Adoption
A733095,Adoption
A733096,Euthanasia
A733097,Adoption
A733097,Adoption
A733097,Transfer
A733099,Adoption
A733101,Adoption
A733102,Adoption
A733102,Adoption
A733103,Adoption
A733103,Adoption
A733104,Adoption
A733105,Adoption
A733106,Transfer
A733108,Adoption
A733109,Return to Owner
A733110,Transfer
A733111,Adoption
A733112,Adoption
A733113,Adoption
A733114,Adoption
A733114,Adoption
A733115,Euthanasia
A733116,Adoption
A733117,Return to Owner
A733118,Return to Owner
A733120,Return to Owner
A733120,Return to Owner
A733120,Return to Owner
A733120,Return to Owner
A733121,Adoption
A733123,Adoption
A733123,Adoption
A733124,Adoption
A733126,Euthanasia
A733127,Adoption
A733128,Adoption
A733130,Return to Owner
A733132,Transfer
A733133,Transfer
A733134,Transfer
A733135,Transfer
A733136,Return to Owner
A733138,Adoption
A733139,Euthanasia
A733140,Adoption
A733142,Transfer
A733143,Adoption
A733144,Adoption
A733148,Euthanasia
A733149,Adoption
A733150,Return to Owner
A733151,Return to Owner
A733152,Return to Owner
A733153,Adoption
A733154,Return to Owner
A733155,Transfer
A733156,Adoption
A733157,Transfer
A733158,Euthanasia
A733159,Adoption
A733160,Adoption
A733161,Return to Owner
A733162,Adoption
A733163,Transfer
A733164,Transfer
A733165,Transfer
A733166,Transfer
A733167,Transfer
A733168,Transfer
A733170,Adoption
A733171,Euthanasia
A733172,Return to Owner
A733174,Transfer
A733175,Return to Owner
A733176,Adoption
A733177,Adoption
A733178,Euthanasia
A733179,Euthanasia
A733181,Euthanasia
A733184,Transfer
A733185,Return to Owner
A733186,Adoption
A733187,Transfer
A733188,Adoption
A733189,Adoption
A733190,Adoption
A733191,Adoption
A733193,Return to Owner
A733194,Adoption
A733195,Transfer
A733196,Adoption
A733198,Euthanasia
A733199,Euthanasia
A733200,Euthanasia
A733202,Return to Owner
A733202,Adoption
A733205,Adoption
A733206,Transfer
A733207,Died
A733208,Died
A733209,Died
A733210,Died
A733211,Died
A733212,Died
A733218,Transfer
A733219,Adoption
A733220,Return to Owner
A733225,Transfer
A733226,Transfer
A733228,Return to Owner
A733229,Adoption
A733230,Transfer
A733231,Transfer
A733232,Adoption
A733233,Adoption
A733234,Transfer
A733234,Adoption
A733235,Adoption
A733236,Adoption
A733237,Return to Owner
A733238,Adoption
A733238,Return to Owner
A733239,Return to Owner
A733242,Transfer
A733243,Transfer
A733244,Transfer
A733245,Transfer
A733246,Transfer
A733247,Transfer
A733248,Transfer
A733249,Return to Owner
A733250,Return to Owner
A733251,Transfer
A733252,Return to Owner
A733252,Return to Owner
A733252,Transfer
A733253,Adoption
A733254,Adoption
A733255,Adoption
A733256,Adoption
A733258,Adoption
A733259,Transfer
A733260,Transfer
A733261,Adoption
A733262,Return to Owner
A733262,Return to Owner
A733262,Return to Owner
A733264,Return to Owner
A733265,Adoption
A733266,Adoption
A733267,Transfer
A733271,Adoption
A733274,Missing
A733276,Missing
A733277,Missing
A733280,Return to Owner
A733282,Adoption
A733284,Adoption
A733285,Adoption
A733285,Adoption
A733289,Adoption
A733290,Adoption
A733291,Adoption
A733292,Adoption
A733293,Adoption
A733294,Adoption
A733295,Adoption
A733295,Adoption
A733295,Adoption
A733296,Adoption
A733297,Adoption
A733298,Transfer
A733299,Adoption
A733300,Adoption
A733301,Adoption
A733302,Euthanasia
A733305,Transfer
A733306,Transfer
A733307,Transfer
A733308,Return to Owner
A733309,Transfer
A733310,Adoption
A733311,Adoption
A733311,Adoption
A733311,Adoption
A733312,Adoption
A733313,Return to Owner
A733316,Adoption
A733317,Adoption
A733317,Return to Owner
A733317,Return to Owner
A733317,Adoption
A733318,Return to Owner
A733319,Adoption
A733320,Adoption
A733321,Transfer
A733322,Adoption
A733323,Adoption
A733324,Adoption
A733325,Transfer
A733326,Transfer
A733327,Adoption
A733329,Transfer
A733330,Return to Owner
A733332,Return to Owner
A733333,Adoption
A733335,Return to Owner
A733336,Adoption
A733337,Adoption
A733338,Return to Owner
A733339,Return to Owner
A733340,Return to Owner
A733341,Return to Owner
A733342,Return to Owner
A733344,Adoption
A733345,Adoption
A733346,Adoption
A733347,Transfer
A733348,Adoption
A733350,Adoption
A733350,Adoption
A733351,Adoption
A733351,Adoption
A733352,Died
A733353,Adoption
A733354,Died
A733355,Died
A733356,Adoption
A733357,Adoption
A733358,Adoption
A733359,Adoption
A733360,Adoption
A733361,Adoption
A733362,Return to Owner
A733362,Adoption
A733366,Adoption
A733367,Transfer
A733369,Adoption
A733374,Euthanasia
A733375,Euthanasia
A733376,Return to Owner
A733376,Adoption
A733379,Return to Owner
A733382,Adoption
A733383,Adoption
A733384,Adoption
A733386,Transfer
A733388,Adoption
A733389,Adoption
A733394,Transfer
A733395,Adoption
A733396,Transfer
A733398,Adoption
A733399,Transfer
A733400,Transfer
A733401,Adoption
A733402,Adoption
A733403,Adoption
A733404,Adoption
A733405,Return to Owner
A733406,Euthanasia
A733407,Transfer
A733408,Return to Owner
A733408,Adoption
A733408,Adoption
A733409,Transfer
A733410,Transfer
A733411,Adoption
A733412,Adoption
A733413,Adoption
A733414,Adoption
A733415,Adoption
A733416,Died
A733417,Adoption
A733418,Adoption
A733419,Adoption
A733421,Return to Owner
A733423,Adoption
A733424,Return to Owner
A733426,Adoption
A733427,Adoption
A733427,Adoption
A733428,Adoption
A733429,Euthanasia
A733430,Return to Owner
A733430,Return to Owner
A733430,Return to Owner
A733430,Return to Owner
A733431,Adoption
A733432,Adoption
A733433,Euthanasia
A733435,Euthanasia
A733436,Transfer
A733437,Transfer
A733440,Adoption
A733442,Adoption
A733443,Adoption
A733446,Adoption
A733447,Transfer
A733455,Euthanasia
A733457,Adoption
A733458,Adoption
A733459,Transfer
A733460,Adoption
A733461,Return to Owner
A733462,Adoption
A733463,Adoption
A733464,Return to Owner
A733466,Return to Owner
A733469,Return to Owner
A733470,Adoption
A733471,Adoption
A733472,Return to Owner
A733473,Adoption
A733474,Transfer
A733477,Adoption
A733478,Adoption
A733479,Adoption
A733480,Adoption
A733481,Adoption
A733482,Adoption
A733484,Adoption
A733486,Adoption
A733487,Euthanasia
A733489,Adoption
A733490,Adoption
A733492,Return to Owner
A733492,Adoption
A733495,Adoption
A733496,Adoption
A733497,Adoption
A733498,Return to Owner
A733499,Adoption
A733500,Adoption
A733501,Adoption
A733502,Adoption
A733503,Adoption
A733504,Adoption
A733507,Return to Owner
A733508,Return to Owner
A733508,Return to Owner
A733508,Return to Owner
A733508,Return to Owner
A733509,Transfer
A733512,Adoption
A733514,Adoption
A733515,Adoption
A733516,Euthanasia
A733517,Adoption
A733519,Adoption
A733520,Adoption
A733521,Adoption
A733522,Return to Owner
A733523,Return to Owner
A733524,Euthanasia
A733525,Euthanasia
A733526,Euthanasia
A733528,Adoption
A733530,Adoption
A733531,Adoption
A733532,Adoption
A733533,Transfer
A733534,Adoption
A733536,Adoption
A733538,Adoption
A733540,Adoption
A733541,Adoption
A733542,Adoption
A733543,Adoption
A733545,Adoption
A733546,Adoption
A733547,Adoption
A733548,Transfer
A733549,Transfer
A733550,Transfer
A733551,Transfer
A733552,Transfer
A733553,Adoption
A733555,Adoption
A733559,Adoption
A733560,Adoption
A733561,Adoption
A733562,Transfer
A733563,Transfer
A733564,Transfer
A733565,Transfer
A733566,Transfer
A733567,Adoption
A733571,Adoption
A733572,Return to Owner
A733574,Return to Owner
A733575,Adoption
A733575,Adoption
A733575,Return to Owner
A733576,Adoption
A733577,Euthanasia
A733581,Adoption
A733582,Transfer
A733583,Adoption
A733585,Return to Owner
A733586,Adoption
A733588,Transfer
A733589,Transfer
A733590,Transfer
A733591,Return to Owner
A733592,Adoption
A733593,Transfer
A733594,Return to Owner
A733594,Return to Owner
A733594,Return to Owner
A733594,Return to Owner
A733594,Return to Owner
A733594,Return to Owner
A733595,Adoption
A733596,Adoption
A733597,Adoption
A733598,Adoption
A733599,Transfer
A733601,Return to Owner
A733602,Transfer
A733603,Transfer
A733605,Return to Owner
A733605,Return to Owner
A733608,Adoption
A733609,Adoption
A733610,Return to Owner
A733611,Transfer
A733618,Adoption
A733619,Adoption
A733620,Adoption
A733621,Return to Owner
A733621,Transfer
A733621,Adoption
A733622,Transfer
A733622,Return to Owner
A733623,Return to Owner
A733626,Return to Owner
A733634,Adoption
A733635,Adoption
A733637,Return to Owner
A733638,Transfer
A733639,Adoption
A733642,Return to Owner
A733643,Adoption
A733644,Died
A733645,Adoption
A733646,Adoption
A733647,Adoption
A733648,Adoption
A733650,Adoption
A733651,Adoption
A733652,Adoption
A733653,Transfer
A733654,Adoption
A733655,Adoption
A733656,Transfer
A733657,Adoption
A733658,Adoption
A733659,Transfer
A733660,Adoption
A733661,Euthanasia
A733662,Return to Owner
A733663,Transfer
A733664,Adoption
A733665,Adoption
A733666,Adoption
A733667,Adoption
A733669,Adoption
A733670,Adoption
A733673,Adoption
A733676,Transfer
A733677,Adoption
A733678,Adoption
A733679,Adoption
A733680,Adoption
A733681,Return to Owner
A733682,Adoption
A733683,Transfer
A733685,Adoption
A733687,Adoption
A733688,Adoption
A733691,Adoption
A733693,Return to Owner
A733693,Adoption
A733693,Adoption
A733694,Adoption
A733695,Transfer
A733696,Transfer
A733697,Transfer
A733698,Transfer
A733699,Adoption
A733700,Adoption
A733701,Adoption
A733701,Adoption
A733703,Adoption
A733703,Return to Owner
A733704,Adoption
A733705,Return to Owner
A733706,Transfer
A733707,Return to Owner
A733709,Adoption
A733710,Adoption
A733711,Transfer
A733714,Adoption
A733715,Adoption
A733716,Died
A733717,Euthanasia
A733718,Adoption
A733719,Transfer
A733720,Euthanasia
A733721,Transfer
A733722,Euthanasia
A733723,Euthanasia
A733724,Euthanasia
A733725,Return to Owner
A733726,Euthanasia
A733727,Euthanasia
A733728,Euthanasia
A733729,Adoption
A733730,Adoption
A733731,Adoption
A733732,Transfer
A733733,Transfer
A733734,Euthanasia
A733735,Euthanasia
A733737,Euthanasia
A733738,Transfer
A733739,Transfer
A733740,Transfer
A733741,Transfer
A733742,Transfer
A733743,Transfer
A733744,Adoption
A733745,Adoption
A733746,Adoption
A733747,Adoption
A733748,Adoption
A733749,Adoption
A733751,Adoption
A733752,Adoption
A733756,Return to Owner
A733757,Adoption
A733758,Euthanasia
A733763,Euthanasia
A733765,Adoption
A733768,Adoption
A733770,Euthanasia
A733773,Return to Owner
A733773,Adoption
A733773,Adoption
A733774,Adoption
A733775,Return to Owner
A733778,Disposal
A733779,Return to Owner
A733783,Adoption
A733787,Return to Owner
A733787,Return to Owner
A733789,Adoption
A733790,Adoption
A733791,Adoption
A733791,Adoption
A733792,Adoption
A733795,Adoption
A733796,Return to Owner
A733797,Adoption
A733798,Adoption
A733800,Adoption
A733800,Adoption
A733801,Adoption
A733802,Adoption
A733804,Return to Owner
A733808,Transfer
A733810,Transfer
A733811,Return to Owner
A733814,Adoption
A733815,Adoption
A733816,Adoption
A733817,Adoption
A733818,Return to Owner
A733820,Transfer
A733820,Return to Owner
A733821,Return to Owner
A733825,Euthanasia
A733826,Euthanasia
A733827,Return to Owner
A733828,Adoption
A733829,Adoption
A733831,Transfer
A733832,Transfer
A733833,Transfer
A733834,Adoption
A733835,Euthanasia
A733837,Return to Owner
A733838,Adoption
A733840,Adoption
A733842,Adoption
A733843,Euthanasia
A733844,Euthanasia
A733846,Adoption
A733847,Return to Owner
A733848,Return to Owner
A733851,Adoption
A733852,Return to Owner
A733853,Transfer
A733856,Adoption
A733856,Return to Owner
A733857,Transfer
A733858,Transfer
A733859,Adoption
A733861,Transfer
A733862,Transfer
A733863,Died
A733863,Adoption
A733864,Return to Owner
A733865,Return to Owner
A733866,Adoption
A733868,Return to Owner
A733868,Adoption
A733869,Adoption
A733870,Adoption
A733870,Adoption
A733871,Adoption
A733872,Adoption
A733872,Adoption
A733873,Adoption
A733874,Adoption
A733875,Adoption
A733876,Adoption
A733877,Adoption
A733878,Adoption
A733879,Adoption
A733879,Adoption
A733880,Died
A733881,Adoption
A733882,Adoption
A733883,Adoption
A733884,Adoption
A733886,Return to Owner
A733890,Transfer
A733892,Transfer
A733895,Return to Owner
A733897,Adoption
A733898,Adoption
A733899,Adoption
A733900,Adoption
A733901,Adoption
A733902,Adoption
A733903,Missing
A733904,Missing
A733906,Euthanasia
A733907,Transfer
A733907,Return to Owner
A733908,Adoption
A733911,Return to Owner
A733912,Transfer
A733913,Transfer
A733915,Transfer
A733916,Adoption
A733917,Transfer
A733920,Transfer
A733921,Transfer
A733923,Adoption
A733924,Return to Owner
A733925,Euthanasia
A733926,Transfer
A733927,Adoption
A733930,Return to Owner
A733931,Adoption
A733932,Return to Owner
A733934,Return to Owner
A733936,Adoption
A733938,Transfer
A733939,Adoption
A733940,Adoption
A733941,Adoption
A733942,Adoption
A733943,Transfer
A733944,Transfer
A733945,Adoption
A733946,Return to Owner
A733947,Return to Owner
A733947,Return to Owner
A733950,Euthanasia
A733952,Adoption
A733955,Adoption
A733956,Adoption
A733959,Adoption
A733960,Adoption
A733961,Adoption
A733962,Transfer
A733963,Adoption
A733964,Return to Owner
A733964,Return to Owner
A733965,Transfer
A733966,Return to Owner
A733967,Adoption
A733968,Return to Owner
A733969,Transfer
A733972,Adoption
A733974,Died
A733978,Transfer
A733980,Transfer
A733981,Transfer
A733982,Return to Owner
A733983,Missing
A733984,Missing
A733985,Missing
A733986,Missing
A733987,Return to Owner
A733988,Return to Owner
A733989,Euthanasia
A733990,Euthanasia
A733991,Euthanasia
A733992,Euthanasia
A733993,Euthanasia
A733994,Euthanasia
A733997,Euthanasia
A733999,Return to Owner
A734000,Return to Owner
A734004,Adoption
A734004,Adoption
A734009,Return to Owner
A734010,Adoption
A734011,Return to Owner
A734012,Adoption
A734012,Adoption
A734013,Return to Owner
A734014,Transfer
A734015,Adoption
A734021,Transfer
A734022,Transfer
A734023,Transfer
A734024,Transfer
A734025,Transfer
A734026,Transfer
A734028,Transfer
A734030,Adoption
A734032,Transfer
A734033,Return to Owner
A734033,Adoption
A734034,Adoption
A734035,Return to Owner
A734036,Return to Owner
A734037,Transfer
A734037,Adoption
A734039,Adoption
A734040,Adoption
A734040,Adoption
A734042,Adoption
A734043,Adoption
A734044,Adoption
A734045,Adoption
A734047,Transfer
A734048,Euthanasia
A734049,Transfer
A734050,Euthanasia
A734051,Adoption
A734051,Adoption
A734052,Adoption
A734053,Adoption
A734054,Adoption
A734054,Adoption
A734055,Euthanasia
A734056,Adoption
A734057,Adoption
A734058,Transfer
A734059,Adoption
A734060,Adoption
A734061,Transfer
A734062,Transfer
A734063,Adoption
A734064,Transfer
A734065,Transfer
A734066,Transfer
A734067,Transfer
A734071,Adoption
A734073,Return to Owner
A734074,Adoption
A734077,Return to Owner
A734078,Adoption
A734079,Adoption
A734080,Adoption
A734081,Adoption
A734082,Adoption
A734085,Adoption
A734086,Adoption
A734087,Adoption
A734089,Adoption
A734091,Return to Owner
A734092,Transfer
A734095,Adoption
A734096,Adoption
A734096,Return to Owner
A734098,Adoption
A734099,Return to Owner
A734101,Adoption
A734103,Died
A734104,Relocate
A734105,Transfer
A734107,Return to Owner
A734108,Transfer
A734109,Adoption
A734113,Return to Owner
A734115,Transfer
A734115,Adoption
A734116,Euthanasia
A734119,Return to Owner
A734120,Euthanasia
A734123,Adoption
A734124,Adoption
A734125,Transfer
A734126,Transfer
A734127,Transfer
A734128,Transfer
A734129,Transfer
A734130,Transfer
A734131,Transfer
A734132,Return to Owner
A734132,Adoption
A734132,Adoption
A734133,Transfer
A734135,Adoption
A734136,Transfer
A734137,Transfer
A734138,Transfer
A734139,Transfer
A734140,Transfer
A734141,Transfer
A734145,Adoption
A734147,Transfer
A734148,Return to Owner
A734149,Transfer
A734150,Transfer
A734151,Transfer
A734152,Transfer
A734153,Transfer
A734154,Adoption
A734154,Adoption
A734156,Adoption
A734157,Return to Owner
A734158,Return to Owner
A734159,Euthanasia
A734160,Transfer
A734161,Adoption
A734162,Adoption
A734163,Adoption
A734164,Return to Owner
A734164,Adoption
A734166,Return to Owner
A734166,Adoption
A734170,Adoption
A734171,Return to Owner
A734173,Adoption
A734178,Return to Owner
A734180,Adoption
A734181,Return to Owner
A734182,Return to Owner
A734185,Return to Owner
A734186,Adoption
A734187,Return to Owner
A734188,Transfer
A734189,Adoption
A734190,Return to Owner
A734193,Died
A734194,Adoption
A734195,Adoption
A734196,Return to Owner
A734197,Return to Owner
A734198,Return to Owner
A734199,Return to Owner
A734200,Return to Owner
A734201,Return to Owner
A734202,Return to Owner
A734203,Return to Owner
A734204,Return to Owner
A734205,Return to Owner
A734206,Return to Owner
A734207,Euthanasia
A734208,Return to Owner
A734209,Adoption
A734210,Adoption
A734212,Adoption
A734214,Return to Owner
A734216,Adoption
A734217,Adoption
A734218,Return to Owner
A734218,Adoption
A734218,Return to Owner
A734218,Return to Owner
A734219,Return to Owner
A734220,Return to Owner
A734221,Adoption
A734222,Adoption
A734222,Adoption
A734223,Adoption
A734227,Return to Owner
A734228,Adoption
A734229,Transfer
A734230,Euthanasia
A734231,Transfer
A734232,Transfer
A734233,Adoption
A734234,Adoption
A734235,Adoption
A734236,Return to Owner
A734238,Disposal
A734239,Euthanasia
A734239,Adoption
A734240,Euthanasia
A734241,Transfer
A734242,Transfer
A734244,Euthanasia
A734245,Adoption
A734246,Adoption
A734247,Adoption
A734248,Adoption
A734249,Euthanasia
A734250,Transfer
A734251,Adoption
A734251,Adoption
A734252,Euthanasia
A734253,Adoption
A734254,Adoption
A734255,Transfer
A734258,Return to Owner
A734259,Adoption
A734260,Adoption
A734261,Adoption
A734261,Adoption
A734263,Adoption
A734263,Adoption
A734264,Euthanasia
A734266,Adoption
A734266,Adoption
A734267,Transfer
A734270,Adoption
A734271,Euthanasia
A734272,Return to Owner
A734273,Return to Owner
A734274,Return to Owner
A734275,Euthanasia
A734277,Transfer
A734278,Transfer
A734280,Return to Owner
A734280,Adoption
A734281,Return to Owner
A734282,Return to Owner
A734283,Transfer
A734284,Adoption
A734285,Transfer
A734286,Transfer
A734287,Transfer
A734290,Return to Owner
A734293,Return to Owner
A734294,Adoption
A734295,Transfer
A734296,Transfer
A734297,Transfer
A734298,Transfer
A734299,Transfer
A734302,Euthanasia
A734303,Transfer
A734304,Return to Owner
A734305,Return to Owner
A734306,Return to Owner
A734307,Adoption
A734308,Return to Owner
A734309,Adoption
A734310,Return to Owner
A734311,Euthanasia
A734312,Adoption
A734313,Return to Owner
A734314,Adoption
A734316,Adoption
A734318,Adoption
A734320,Return to Owner
A734321,Adoption
A734322,Adoption
A734323,Adoption
A734324,Adoption
A734325,Adoption
A734326,Transfer
A734326,Adoption
A734327,Return to Owner
A734328,Adoption
A734329,Adoption
A734330,Adoption
A734331,Adoption
A734332,Adoption
A734333,Adoption
A734334,Return to Owner
A734335,Died
A734336,Euthanasia
A734337,Return to Owner
A734337,Return to Owner
A734337,Adoption
A734338,Return to Owner
A734339,Return to Owner
A734339,Return to Owner
A734339,Adoption
A734340,Euthanasia
A734342,Transfer
A734343,Transfer
A734344,Transfer
A734345,Transfer
A734346,Transfer
A734347,Return to Owner
A734348,Transfer
A734349,Adoption
A734350,Return to Owner
A734351,Adoption
A734353,Return to Owner
A734354,Adoption
A734355,Adoption
A734356,Adoption
A734357,Adoption
A734358,Adoption
A734359,Adoption
A734360,Transfer
A734361,Return to Owner
A734364,Adoption
A734365,Adoption
A734366,Euthanasia
A734367,Return to Owner
A734367,Return to Owner
A734367,Return to Owner
A734368,Return to Owner
A734369,Adoption
A734370,Adoption
A734373,Transfer
A734374,Return to Owner
A734375,Adoption
A734376,Adoption
A734377,Transfer
A734379,Transfer
A734380,Return to Owner
A734381,Return to Owner
A734382,Adoption
A734385,Return to Owner
A734385,Transfer
A734386,Euthanasia
A734387,Transfer
A734389,Adoption
A734390,Adoption
A734391,Adoption
A734395,Return to Owner
A734396,Adoption
A734397,Euthanasia
A734400,Return to Owner
A734401,Adoption
A734401,Adoption
A734402,Adoption
A734403,Adoption
A734404,Adoption
A734405,Adoption
A734406,Adoption
A734407,Adoption
A734408,Transfer
A734409,Return to Owner
A734410,Return to Owner
A734410,Adoption
A734410,Return to Owner
A734412,Transfer
A734413,Transfer
A734414,Transfer
A734416,Adoption
A734417,Transfer
A734418,Adoption
A734419,Adoption
A734420,Transfer
A734421,Transfer
A734422,Transfer
A734423,Transfer
A734424,Adoption
A734425,Adoption
A734427,Return to Owner
A734427,Return to Owner
A734428,Return to Owner
A734429,Adoption
A734430,Transfer
A734431,Return to Owner
A734433,Adoption
A734435,Transfer
A734435,Transfer
A734435,Return to Owner
A734435,Return to Owner
A734437,Adoption
A734439,Adoption
A734440,Adoption
A734441,Adoption
A734442,Adoption
A734444,Adoption
A734444,Adoption
A734445,Euthanasia
A734446,Return to Owner
A734449,Return to Owner
A734451,Return to Owner
A734453,Return to Owner
A734456,Adoption
A734457,Adoption
A734458,Return to Owner
A734459,Return to Owner
A734460,Adoption
A734461,Adoption
A734461,Adoption
A734462,Adoption
A734462,Adoption
A734463,Return to Owner
A734464,Euthanasia
A734465,Return to Owner
A734466,Adoption
A734467,Adoption
A734468,Transfer
A734471,Adoption
A734472,Return to Owner
A734472,Adoption
A734474,Euthanasia
A734475,Return to Owner
A734476,Transfer
A734478,Euthanasia
A734479,Euthanasia
A734480,Transfer
A734481,Transfer
A734484,Return to Owner
A734484,Transfer
A734485,Transfer
A734488,Adoption
A734495,Return to Owner
A734496,Return to Owner
A734500,Transfer
A734501,Return to Owner
A734503,Transfer
A734504,Return to Owner
A734505,Adoption
A734507,Return to Owner
A734508,Euthanasia
A734511,Return to Owner
A734512,Return to Owner
A734515,Adoption
A734518,Transfer
A734519,Transfer
A734520,Adoption
A734520,Adoption
A734520,Return to Owner
A734520,Adoption
A734521,Adoption
A734522,Transfer
A734523,Adoption
A734524,Return to Owner
A734525,Transfer
A734526,Transfer
A734527,Transfer
A734528,Transfer
A734529,Transfer
A734530,Transfer
A734531,Euthanasia
A734532,Return to Owner
A734533,Return to Owner
A734534,Euthanasia
A734536,Return to Owner
A734537,Transfer
A734538,Adoption
A734538,Adoption
A734539,Return to Owner
A734540,Adoption
A734541,Adoption
A734542,Adoption
A734543,Adoption
A734544,Adoption
A734546,Transfer
A734547,Transfer
A734548,Transfer
A734549,Return to Owner
A734551,Return to Owner
A734552,Euthanasia
A734553,Adoption
A734554,Return to Owner
A734557,Transfer
A734559,Transfer
A734560,Transfer
A734561,Disposal
A734562,Euthanasia
A734563,Euthanasia
A734566,Died
A734567,Euthanasia
A734570,Adoption
A734572,Euthanasia
A734576,Adoption
A734578,Return to Owner
A734581,Return to Owner
A734581,Adoption
A734582,Return to Owner
A734583,Return to Owner
A734583,Return to Owner
A734584,Return to Owner
A734585,Adoption
A734586,Adoption
A734587,Adoption
A734588,Adoption
A734589,Transfer
A734590,Transfer
A734591,Transfer
A734595,Transfer
A734596,Transfer
A734597,Transfer
A734598,Adoption
A734599,Adoption
A734599,Adoption
A734600,Adoption
A734601,Transfer
A734602,Adoption
A734603,Adoption
A734604,Return to Owner
A734606,Adoption
A734608,Adoption
A734609,Died
A734610,Adoption
A734612,Return to Owner
A734612,Return to Owner
A734612,Return to Owner
A734612,Adoption
A734614,Adoption
A734615,Adoption
A734616,Return to Owner
A734618,Euthanasia
A734619,Died
A734622,Euthanasia
A734624,Adoption
A734625,Adoption
A734626,Transfer
A734627,Adoption
A734629,Transfer
A734630,Adoption
A734631,Adoption
A734632,Adoption
A734633,Adoption
A734634,Adoption
A734635,Adoption
A734636,Adoption
A734637,Return to Owner
A734638,Adoption
A734639,Return to Owner
A734640,Adoption
A734641,Adoption
A734642,Return to Owner
A734643,Transfer
A734645,Adoption
A734646,Adoption
A734647,Transfer
A734647,Adoption
A734648,Adoption
A734649,Adoption
A734650,Return to Owner
A734651,Adoption
A734652,Transfer
A734653,Return to Owner
A734656,Adoption
A734657,Adoption
A734658,Adoption
A734659,Adoption
A734660,Transfer
A734661,Adoption
A734662,Return to Owner
A734663,Transfer
A734664,Transfer
A734665,Transfer
A734668,Return to Owner
A734670,Return to Owner
A734671,Transfer
A734672,Adoption
A734673,Return to Owner
A734674,Euthanasia
A734675,Adoption
A734676,Adoption
A734677,Return to Owner
A734679,Return to Owner
A734680,Adoption
A734681,Transfer
A734682,Adoption
A734683,Return to Owner
A734684,Transfer
A734685,Relocate
A734686,Return to Owner
A734687,Adoption
A734688,Adoption
A734689,Adoption
A734690,Adoption
A734691,Adoption
A734692,Adoption
A734695,Return to Owner
A734696,Adoption
A734697,Adoption
A734698,Adoption
A734700,Transfer
A734701,Transfer
A734703,Adoption
A734704,Return to Owner
A734704,Adoption
A734706,Adoption
A734707,Adoption
A734708,Return to Owner
A734709,Adoption
A734710,Euthanasia
A734711,Return to Owner
A734712,Adoption
A734713,Adoption
A734713,Adoption
A734713,Adoption
A734716,Return to Owner
A734717,Adoption
A734719,Adoption
A734720,Return to Owner
A734721,Euthanasia
A734722,Euthanasia
A734724,Euthanasia
A734725,Transfer
A734726,Transfer
A734727,Transfer
A734728,Died
A734729,Died
A734730,Return to Owner
A734730,Adoption
A734730,Adoption
A734731,Return to Owner
A734732,Euthanasia
A734734,Transfer
A734735,Transfer
A734737,Adoption
A734740,Adoption
A734741,Transfer
A734742,Transfer
A734743,Transfer
A734744,Transfer
A734745,Transfer
A734746,Transfer
A734747,Return to Owner
A734748,Adoption
A734749,Transfer
A734750,Adoption
A734751,Transfer
A734752,Return to Owner
