animal_id_outcome,outcome_type
A730645,Adoption
A730646,Adoption
A730648,Return to Owner
A730649,Transfer
A730650,Transfer
A730651,Adoption
A730653,Adoption
A730654,Adoption
A730655,Transfer
A730656,Adoption
A730657,Return to Owner
A730660,Transfer
A730661,Transfer
A730662,Euthanasia
A730665,Transfer
A730665,Return to Owner
A730666,Transfer
A730667,Transfer
A730668,Return to Owner
A730669,Adoption
A730669,Return to Owner
A730670,Adoption
A730671,Adoption
A730672,Euthanasia
A730673,Transfer
A730674,Adoption
A730674,Adoption
A730675,Adoption
A730676,Adoption
A730678,Adoption
A730679,Transfer
A730680,Adoption
A730682,Transfer
A730683,Return to Owner
A730688,Adoption
A730689,Transfer
A730690,Transfer
A730691,Transfer
A730693,Transfer
A730694,Adoption
A730696,Adoption
A730697,Adoption
A730698,Adoption
A730699,Adoption
A730700,Adoption
A730703,Return to Owner
A730704,Adoption
A730705,Adoption
A730706,Adoption
A730707,Adoption
A730708,Transfer
A730710,Transfer
A730712,Adoption
A730713,Return to Owner
A730714,Transfer
A730715,Transfer
A730716,Adoption
A730717,Adoption
A730718,Adoption
A730719,Adoption
A730720,Adoption
A730721,Transfer
A730722,Transfer
A730723,Adoption
A730724,Transfer
A730725,Transfer
A730726,Adoption
A730727,Adoption
A730728,Adoption
A730730,Adoption
A730731,Transfer
A730732,Adoption
A730733,Return to Owner
A730734,Euthanasia
A730735,Adoption
A730736,Return to Owner
A730736,Adoption
A730737,Adoption
A730740,Transfer
A730741,Transfer
A730743,Return to Owner
A730745,Adoption
A730746,Euthanasia
A730748,Return to Owner
A730752,Adoption
A730753,Adoption
A730754,Adoption
A730755,Adoption
A730755,Adoption
A730757,Adoption
A730759,Return to Owner
A730760,Return to Owner
A730761,Return to Owner
A730762,Adoption
A730763,Adoption
A730764,Adoption
A730766,Adoption
A730767,Adoption
A730768,Return to Owner
A730769,Adoption
A730769,Adoption
A730770,Adoption
A730771,Adoption
A730772,Adoption
A730773,Adoption
A730774,Adoption
A730776,Adoption
A730780,Transfer
A730782,Return to Owner
A730783,Return to Owner
A730784,Adoption
A730788,Return to Owner
A730789,Return to Owner
A730791,Return to Owner
A730795,Return to Owner
A730796,Adoption
A730797,Adoption
A730798,Adoption
A730800,Adoption
A730801,Adoption
A730803,Euthanasia
A730804,Adoption
A730806,Adoption
A730809,Transfer
A730811,Return to Owner
A730812,Adoption
A730813,Adoption
A730814,Adoption
A730815,Adoption
A730816,Adoption
A730817,Adoption
A730818,Adoption
A730819,Adoption
A730820,Transfer
A730821,Adoption
A730822,Adoption
A730823,Transfer
A730825,Return to Owner
A730826,Return to Owner
A730827,Adoption
A730829,Transfer
A730830,Adoption
A730831,Adoption
A730832,Adoption
A730833,Adoption
A730834,Adoption
A730835,Adoption
A730836,Transfer
A730837,Adoption
A730838,Euthanasia
A730839,Adoption
A730839,Return to Owner
A730840,Return to Owner
A730840,Return to Owner
A730840,Return to Owner
A730840,Return to Owner
A730842,Return to Owner
A730844,Return to Owner
A730846,Adoption
A730847,Adoption
A730848,Adoption
A730849,Transfer
A730852,Adoption
A730853,Adoption
A730854,Return to Owner
A730856,Transfer
A730858,Adoption
A730859,Transfer
A730859,Adoption
A730861,Return to Owner
A730862,Euthanasia
A730863,Euthanasia
A730864,Adoption
A730864,Return to Owner
A730865,Return to Owner
A730866,Adoption
A730869,Return to Owner
A730870,Return to Owner
A730871,Return to Owner
A730872,Adoption
A730873,Return to Owner
A730874,Adoption
A730875,Adoption
A730878,Adoption
A730879,Return to Owner
A730879,Return to Owner
A730879,Adoption
A730880,Adoption
A730881,Return to Owner
A730882,Adoption
A730883,Adoption
A730884,Adoption
A730885,Adoption
A730885,Adoption
A730888,Adoption
A730888,Adoption
A730888,Adoption
A730889,Transfer
A730890,Adoption
A730891,Adoption
A730892,Adoption
A730893,Euthanasia
A730895,Transfer
A730896,Transfer
A730896,Adoption
A730897,Adoption
A730898,Adoption
A730898,Return to Owner
A730899,Adoption
A730900,Adoption
A730901,Euthanasia
A730903,Adoption
A730904,Adoption
A730906,Transfer
A730911,Adoption
A730912,Return to Owner
A730913,Adoption
A730916,Adoption
A730919,Return to Owner
A730920,Transfer
A730921,Adoption
A730923,Adoption
A730923,Return to Owner
A730925,Transfer
A730926,Transfer
A730927,Transfer
A730928,Transfer
A730929,Transfer
A730930,Transfer
A730931,Adoption
A730932,Return to Owner
A730933,Return to Owner
A730933,Return to Owner
A730936,Adoption
A730937,Adoption
A730938,Return to Owner
A730939,Euthanasia
A730940,Return to Owner
A730941,Adoption
A730942,Return to Owner
A730943,Transfer
A730944,Adoption
A730944,Return to Owner
A730946,Return to Owner
A730947,Transfer
A730948,Adoption
A730949,Return to Owner
A730950,Transfer
A730951,Transfer
A730952,Return to Owner
A730953,Adoption
A730954,Adoption
A730955,Adoption
A730956,Adoption
A730957,Adoption
A730958,Adoption
A730960,Return to Owner
A730960,Return to Owner
A730961,Adoption
A730961,Return to Owner
A730965,Adoption
A730966,Return to Owner
A730967,Adoption
A730970,Return to Owner
A730972,Adoption
A730973,Return to Owner
A730975,Adoption
A730976,Adoption
A730977,Adoption
A730980,Transfer
A730981,Return to Owner
A730981,Return to Owner
A730982,Transfer
A730983,Transfer
A730984,Adoption
A730984,Adoption
A730985,Adoption
A730985,Adoption
A730986,Return to Owner
A730987,Adoption
A730988,Transfer
A730989,Transfer
A730990,Transfer
A730991,Transfer
A730992,Transfer
A730993,Transfer
A730998,Adoption
A730999,Adoption
A731000,Adoption
A731001,Adoption
A731002,Adoption
A731003,Transfer
A731003,Adoption
A731004,Adoption
A731005,Adoption
A731006,Adoption
A731007,Adoption
A731008,Adoption
A731009,Adoption
A731010,Adoption
A731012,Transfer
A731013,Return to Owner
A731014,Return to Owner
A731015,Return to Owner
A731018,Euthanasia
A731022,Adoption
A731023,Transfer
A731024,Transfer
A731026,Euthanasia
A731031,Adoption
A731032,Adoption
A731032,Adoption
A731032,Return to Owner
A731032,Return to Owner
A731033,Return to Owner
A731036,Adoption
A731037,Transfer
A731038,Adoption
A731039,Adoption
A731040,Adoption
A731041,Adoption
A731042,Adoption
A731043,Return to Owner
A731051,Adoption
A731052,Transfer
A731053,Adoption
A731054,Adoption
A731054,Adoption
A731055,Transfer
A731055,Adoption
A731056,Adoption
A731057,Adoption
A731058,Adoption
A731059,Adoption
A731060,Died
A731061,Died
A731062,Return to Owner
A731063,Transfer
A731064,Adoption
A731065,Transfer
A731066,Euthanasia
A731067,Euthanasia
A731076,Transfer
A731076,Adoption
A731077,Transfer
A731078,Adoption
A731079,Adoption
A731080,Transfer
A731082,Return to Owner
A731083,Transfer
A731084,Return to Owner
A731085,Return to Owner
A731086,Return to Owner
A731088,Adoption
A731088,Adoption
A731088,Adoption
A731089,Adoption
A731090,Adoption
A731091,Transfer
A731094,Adoption
A731095,Return to Owner
A731096,Return to Owner
A731097,Adoption
A731098,Return to Owner
A731100,Adoption
A731100,Return to Owner
A731101,Adoption
A731103,Euthanasia
A731104,Adoption
A731105,Return to Owner
A731106,Adoption
A731107,Adoption
A731109,Adoption
A731109,Adoption
A731111,Return to Owner
A731114,Transfer
A731116,Transfer
A731116,Return to Owner
A731119,Return to Owner
A731120,Adoption
A731121,Transfer
A731121,Return to Owner
A731123,Adoption
A731124,Adoption
A731125,Adoption
A731126,Adoption
A731133,Transfer
A731134,Transfer
A731135,Transfer
A731136,Transfer
A731137,Transfer
A731138,Transfer
A731140,Transfer
A731140,Return to Owner
A731141,Adoption
A731142,Adoption
A731143,Adoption
A731144,Transfer
A731146,Adoption
A731147,Adoption
A731148,Adoption
A731149,Adoption
A731151,Adoption
A731152,Adoption
A731153,Adoption
A731154,Adoption
A731154,Adoption
A731155,Adoption
A731156,Adoption
A731157,Transfer
A731160,Adoption
A731161,Adoption
A731161,Return to Owner
A731162,Return to Owner
A731162,Return to Owner
A731164,Transfer
A731165,Transfer
A731166,Transfer
A731167,Transfer
A731168,Transfer
A731169,Transfer
A731170,Return to Owner
A731171,Adoption
A731175,Return to Owner
A731177,Adoption
A731178,Adoption
A731179,Adoption
A731181,Adoption
A731182,Adoption
A731183,Transfer
A731185,Transfer
A731185,Return to Owner
A731186,Adoption
A731188,Return to Owner
A731188,Adoption
A731189,Transfer
A731190,Transfer
A731191,Transfer
A731192,Transfer
A731193,Transfer
A731194,Euthanasia
A731197,Adoption
A731197,Return to Owner
A731197,Return to Owner
A731198,Adoption
A731200,Return to Owner
A731200,Adoption
A731201,Return to Owner
A731201,Adoption
A731201,Adoption
A731203,Adoption
A731204,Transfer
A731205,Adoption
A731206,Transfer
A731209,Return to Owner
A731213,Adoption
A731213,Adoption
A731213,Adoption
A731214,Transfer
A731215,Transfer
A731216,Transfer
A731217,Adoption
A731218,Euthanasia
A731220,Adoption
A731222,Return to Owner
A731224,Return to Owner
A731225,Return to Owner
A731226,Transfer
A731228,Adoption
A731229,Adoption
A731230,Adoption
A731231,Adoption
A731233,Return to Owner
A731237,Return to Owner
A731239,Return to Owner
A731241,Transfer
A731242,Adoption
A731242,Return to Owner
A731244,Adoption
A731245,Adoption
A731245,Adoption
A731245,Adoption
A731245,Return to Owner
A731254,Adoption
A731256,Transfer
A731257,Transfer
A731258,Return to Owner
A731259,Adoption
A731260,Euthanasia
A731261,Return to Owner
A731262,Transfer
A731263,Transfer
A731264,Transfer
A731265,Transfer
A731266,Transfer
A731267,Transfer
A731268,Transfer
A731269,Adoption
A731270,Transfer
A731271,Adoption
A731272,Transfer
A731273,Transfer
A731274,Transfer
A731276,Adoption
A731277,Return to Owner
A731278,Adoption
A731279,Euthanasia
A731280,Euthanasia
A731281,Adoption
A731285,Transfer
A731287,Adoption
A731288,Adoption
A731290,Adoption
A731291,Adoption
A731292,Transfer
A731293,Return to Owner
A731295,Adoption
A731297,Euthanasia
A731299,Adoption
A731300,Adoption
A731301,Adoption
A731302,Euthanasia
A731305,Adoption
A731305,Return to Owner
A731306,Adoption
A731307,Return to Owner
A731308,Transfer
A731309,Return to Owner
A731310,Transfer
A731311,Transfer
A731312,Transfer
A731313,Return to Owner
A731315,Return to Owner
A731315,Return to Owner
A731316,Adoption
A731320,Adoption
A731321,Transfer
A731322,Adoption
A731325,Return to Owner
A731326,Euthanasia
A731328,Adoption
A731328,Adoption
A731329,Transfer
A731330,Euthanasia
A731339,Adoption
A731339,Adoption
A731343,Adoption
A731343,Return to Owner
A731343,Return to Owner
A731343,Return to Owner
A731343,Return to Owner
A731344,Adoption
A731345,Adoption
A731346,Euthanasia
A731350,Transfer
A731351,Euthanasia
A731356,Return to Owner
A731356,Return to Owner
A731356,Return to Owner
A731356,Return to Owner
A731359,Adoption
A731359,Adoption
A731362,Adoption
A731363,Return to Owner
A731364,Transfer
A731365,Transfer
A731366,Adoption
A731367,Transfer
A731368,Transfer
A731369,Transfer
A731370,Transfer
A731371,Adoption
A731372,Transfer
A731373,Transfer
A731374,Transfer
A731375,Transfer
A731376,Transfer
A731377,Transfer
A731378,Adoption
A731379,Adoption
A731380,Adoption
A731381,Adoption
A731382,Adoption
A731383,Adoption
A731386,Euthanasia
A731395,Return to Owner
A731396,Adoption
A731396,Adoption
A731397,Adoption
A731397,Adoption
A731398,Return to Owner
A731400,Euthanasia
A731401,Transfer
A731402,Adoption
A731403,Adoption
A731404,Transfer
A731405,Transfer
A731406,Return to Owner
A731408,Return to Owner
A731410,Adoption
A731411,Adoption
A731412,Transfer
A731413,Transfer
A731414,Transfer
A731415,Euthanasia
A731418,Transfer
A731419,Adoption
A731420,Transfer
A731421,Transfer
A731422,Transfer
A731423,Transfer
A731424,Transfer
A731425,Adoption
A731426,Return to Owner
A731428,Return to Owner
A731431,Adoption
A731434,Euthanasia
A731435,Transfer
A731435,Adoption
A731437,Return to Owner
A731438,Adoption
A731439,Adoption
A731440,Adoption
A731441,Adoption
A731442,Transfer
A731443,Adoption
A731444,Return to Owner
A731446,Adoption
A731447,Return to Owner
A731447,Adoption
A731450,Transfer
A731451,Adoption
A731452,Adoption
A731453,Transfer
A731454,Return to Owner
A731455,Adoption
A731456,Adoption
A731458,Adoption
A731459,Transfer
A731459,Return to Owner
A731461,Adoption
A731461,Adoption
A731464,Euthanasia
A731465,Euthanasia
A731466,Adoption
A731468,Adoption
A731469,Adoption
A731470,Adoption
A731471,Adoption
A731472,Adoption
A731473,Adoption
A731474,Adoption
A731474,Return to Owner
A731475,Transfer
A731479,Adoption
A731490,Return to Owner
A731491,Return to Owner
A731492,Return to Owner
A731493,Adoption
A731494,Adoption
A731495,Adoption
A731496,Return to Owner
A731496,Adoption
A731497,Adoption
A731498,Adoption
A731499,Adoption
A731500,Adoption
A731501,Adoption
A731502,Adoption
A731502,Return to Owner
A731503,Adoption
A731504,Transfer
A731505,Adoption
A731506,Adoption
A731507,Transfer
A731508,Adoption
A731508,Adoption
A731509,Adoption
A731510,Adoption
A731511,Adoption
A731512,Adoption
A731513,Return to Owner
A731513,Return to Owner
A731516,Transfer
A731517,Transfer
A731519,Adoption
A731521,Return to Owner
A731523,Return to Owner
A731524,Adoption
A731526,Transfer
A731527,Transfer
A731528,Transfer
A731529,Transfer
A731530,Adoption
A731531,Adoption
A731532,Adoption
A731533,Adoption
A731534,Transfer
A731535,Transfer
A731535,Transfer
A731536,Transfer
A731542,Adoption
A731542,Adoption
A731543,Adoption
A731544,Transfer
A731551,Transfer
A731552,Adoption
A731553,Adoption
A731554,Adoption
A731555,Adoption
A731556,Adoption
A731558,Return to Owner
A731561,Adoption
A731563,Transfer
A731563,Transfer
A731564,Transfer
A731566,Adoption
A731567,Return to Owner
A731568,Adoption
A731570,Transfer
A731571,Adoption
A731572,Transfer
A731574,Adoption
A731575,Transfer
A731576,Transfer
A731577,Transfer
A731578,Transfer
A731579,Transfer
A731580,Transfer
A731581,Transfer
A731582,Transfer
A731583,Return to Owner
A731584,Transfer
A731585,Transfer
A731587,Adoption
A731588,Adoption
A731592,Adoption
A731592,Adoption
A731594,Euthanasia
A731595,Return to Owner
A731596,Adoption
A731597,Adoption
A731598,Adoption
A731599,Adoption
A731600,Transfer
A731601,Transfer
A731602,Adoption
A731602,Transfer
A731603,Adoption
A731603,Transfer
A731604,Adoption
A731604,Transfer
A731606,Transfer
A731607,Transfer
A731608,Transfer
A731612,Adoption
A731613,Adoption
A731614,Adoption
A731616,Transfer
A731618,Return to Owner
A731619,Transfer
A731620,Euthanasia
A731621,Adoption
A731622,Adoption
A731623,Transfer
A731624,Adoption
A731625,Adoption
A731626,Adoption
A731627,Adoption
A731628,Adoption
A731630,Transfer
A731630,Transfer
A731631,Euthanasia
A731633,Adoption
A731634,Adoption
A731635,Adoption
A731636,Adoption
A731637,Adoption
A731638,Adoption
A731639,Transfer
A731640,Adoption
A731641,Adoption
A731642,Return to Owner
A731643,Adoption
A731644,Adoption
A731645,Adoption
A731646,Adoption
A731648,Transfer
A731649,Adoption
A731651,Return to Owner
A731653,Return to Owner
A731653,Return to Owner
A731655,Transfer
A731656,Adoption
A731658,Transfer
A731659,Adoption
A731659,Return to Owner
A731659,Adoption
A731660,Adoption
A731661,Adoption
A731662,Adoption
A731663,Adoption
A731665,Euthanasia
A731668,Return to Owner
A731669,Transfer
A731670,Transfer
A731671,Transfer
A731672,Transfer
A731673,Transfer
A731674,Transfer
A731675,Transfer
A731675,Adoption
A731681,Return to Owner
A731684,Return to Owner
A731684,Adoption
A731685,Adoption
A731686,Adoption
A731687,Adoption
A731688,Adoption
A731689,Adoption
A731689,Return to Owner
A731689,Return to Owner
A731689,Return to Owner
A731691,Euthanasia
A731692,Adoption
A731692,Adoption
A731692,Adoption
A731692,Return to Owner
A731693,Return to Owner
A731695,Transfer
A731696,Transfer
A731697,Transfer
A731698,Transfer
A731700,Adoption
A731702,Adoption
A731703,Transfer
A731704,Transfer
A731706,Transfer
A731707,Transfer
A731708,Transfer
A731709,Transfer
A731710,Transfer
A731711,Transfer
A731712,Adoption
A731712,Adoption
A731713,Return to Owner
A731715,Adoption
A731716,Adoption
A731724,Transfer
A731725,Adoption
A731726,Adoption
A731729,Return to Owner
A731730,Transfer
A731733,Adoption
A731735,Transfer
A731736,Adoption
A731736,Adoption
A731737,Adoption
A731745,Adoption
A731748,Return to Owner
A731749,Return to Owner
A731749,Return to Owner
A731751,Adoption
A731752,Return to Owner
A731755,Adoption
A731756,Transfer
A731757,Transfer
A731761,Return to Owner
A731763,Transfer
A731765,Adoption
A731766,Euthanasia
A731767,Euthanasia
A731768,Transfer
A731769,Transfer
A731770,Transfer
A731771,Transfer
A731772,Adoption
A731774,Transfer
A731775,Adoption
A731776,Adoption
A731777,Transfer
A731778,Transfer
A731779,Transfer
A731780,Transfer
A731781,Adoption
A731782,Adoption
A731783,Adoption
A731784,Adoption
A731785,Transfer
A731786,Return to Owner
A731787,Adoption
A731787,Adoption
A731788,Adoption
A731789,Adoption
A731790,Adoption
A731792,Adoption
A731793,Adoption
A731794,Adoption
A731795,Return to Owner
A731795,Return to Owner
A731797,Return to Owner
A731798,Transfer
A731799,Transfer
A731800,Adoption
A731801,Adoption
A731802,Adoption
A731804,Adoption
A731806,Adoption
A731807,Adoption
A731809,Return to Owner
A731810,Adoption
A731813,Adoption
A731815,Return to Owner
A731816,Return to Owner
A731819,Adoption
A731822,Adoption
A731828,Adoption
A731828,Return to Owner
A731830,Return to Owner
A731832,Adoption
A731833,Adoption
A731834,Adoption
A731835,Adoption
A731842,Return to Owner
A731843,Adoption
A731844,Adoption
A731846,Adoption
A731847,Transfer
A731849,Adoption
A731850,Transfer
A731851,Transfer
A731852,Transfer
A731853,Transfer
A731854,Transfer
A731855,Transfer
A731856,Transfer
A731857,Transfer
A731860,Adoption
A731860,Adoption
A731862,Transfer
A731864,Transfer
A731866,Adoption
A731867,Adoption
A731868,Adoption
A731870,Adoption
A731871,Transfer
A731872,Return to Owner
A731873,Euthanasia
A731875,Return to Owner
A731876,Adoption
A731876,Adoption
A731877,Return to Owner
A731878,Return to Owner
A731878,Return to Owner
A731878,Return to Owner
A731879,Return to Owner
A731880,Adoption
A731881,Adoption
A731882,Adoption
A731884,Adoption
A731885,Adoption
A731887,Euthanasia
A731888,Euthanasia
A731889,Return to Owner
A731890,Return to Owner
A731891,Transfer
A731892,Adoption
A731893,Euthanasia
A731894,Transfer
A731894,Transfer
A731895,Adoption
A731896,Transfer
A731899,Transfer
A731900,Adoption
A731901,Adoption
A731902,Adoption
A731902,Adoption
A731904,Adoption
A731906,Adoption
A731907,Euthanasia
A731908,Adoption
A731911,Transfer
A731912,Transfer
A731913,Adoption
A731914,Euthanasia
A731915,Euthanasia
A731916,Return to Owner
A731916,Return to Owner
A731916,Return to Owner
A731917,Adoption
A731918,Transfer
A731919,Transfer
A731920,Transfer
A731921,Return to Owner
A731922,Return to Owner
A731923,Adoption
A731927,Adoption
A731930,Return to Owner
A731933,Transfer
A731934,Return to Owner
A731936,Transfer
A731940,Adoption
A731941,Adoption
A731942,Adoption
A731942,Adoption
A731943,Transfer
A731946,Return to Owner
A731948,Transfer
A731950,Adoption
A731952,Euthanasia
A731956,Adoption
A731957,Adoption
A731958,Adoption
A731959,Adoption
A731960,Euthanasia
A731962,Adoption
A731963,Adoption
A731964,Adoption
A731965,Transfer
A731966,Transfer
A731967,Transfer
A731968,Transfer
A731969,Transfer
A731970,Adoption
A731971,Adoption
A731976,Adoption
A731977,Transfer
A731978,Transfer
A731979,Transfer
A731980,Transfer
A731980,Transfer
A731981,Return to Owner
A731982,Return to Owner
A731983,Adoption
A731983,Return to Owner
A731984,Adoption
A731987,Return to Owner
A731987,Return to Owner
A731989,Adoption
A731990,Euthanasia
A731995,Transfer
A731996,Transfer
A731997,Transfer
A731998,Transfer
A731999,Transfer
A732000,Transfer
A732004,Transfer
A732004,Adoption
A732005,Adoption
A732006,Transfer
A732006,Return to Owner
A732007,Transfer
A732008,Return to Owner
A732009,Adoption
A732010,Adoption
A732012,Adoption
A732013,Adoption
A732014,Adoption
A732015,Adoption
A732016,Adoption
A732017,Adoption
A732018,Adoption
A732019,Adoption
A732020,Adoption
A732021,Adoption
A732022,Adoption
A732023,Transfer
A732024,Adoption
A732025,Transfer
A732027,Adoption
A732028,Transfer
A732029,Transfer
A732030,Return to Owner
A732031,Adoption
A732032,Adoption
A732034,Adoption
A732035,Adoption
A732037,Adoption
A732038,Adoption
A732039,Transfer
A732040,Adoption
A732041,Transfer
A732042,Return to Owner
A732044,Transfer
A732045,Transfer
A732046,Transfer
A732047,Transfer
A732048,Transfer
A732050,Adoption
A732050,Adoption
A732051,Transfer
A732052,Transfer
A732055,Adoption
A732057,Return to Owner
A732059,Transfer
A732061,Adoption
A732061,Transfer
A732063,Adoption
A732064,Return to Owner
A732066,Adoption
A732066,Adoption
A732067,Transfer
A732068,Transfer
A732071,Adoption
A732072,Adoption
A732074,Adoption
A732077,Transfer
A732078,Adoption
A732079,Adoption
A732088,Adoption
A732089,Adoption
A732092,Adoption
A732093,Return to Owner
A732094,Adoption
A732095,Return to Owner
A732095,Return to Owner
A732096,Adoption
A732097,Adoption
A732098,Adoption
A732099,Return to Owner
A732099,Return to Owner
A732099,Return to Owner
A732101,Adoption
A732101,Adoption
A732103,Transfer
A732104,Transfer
A732105,Return to Owner
A732105,Return to Owner
A732107,Adoption
A732108,Adoption
A732109,Return to Owner
A732110,Return to Owner
A732112,Adoption
A732114,Return to Owner
A732114,Adoption
A732115,Transfer
A732116,Transfer
A732117,Transfer
A732118,Transfer
A732119,Transfer
A732120,Transfer
A732122,Transfer
A732123,Return to Owner
A732128,Transfer
A732128,Return to Owner
A732133,Adoption
A732134,Adoption
A732135,Adoption
A732136,Transfer
A732138,Euthanasia
A732139,Return to Owner
A732140,Adoption
A732142,Adoption
A732143,Transfer
A732145,Transfer
A732146,Transfer
A732147,Adoption
A732147,Adoption
A732148,Adoption
A732149,Adoption
A732150,Transfer
A732151,Transfer
A732152,Transfer
A732153,Transfer
A732154,Adoption
A732157,Transfer
A732158,Adoption
A732160,Transfer
A732161,Return to Owner
A732162,Adoption
A732163,Adoption
A732164,Adoption
A732165,Return to Owner
A732166,Transfer
A732168,Adoption
A732169,Transfer
A732170,Adoption
A732172,Return to Owner
A732172,Return to Owner
A732174,Transfer
A732175,Adoption
A732176,Adoption
A732182,Adoption
A732185,Adoption
A732187,Adoption
A732189,Adoption
A732190,Adoption
A732191,Adoption
A732192,Adoption
A732193,Adoption
A732194,Adoption
A732197,Return to Owner
A732199,Transfer
A732200,Euthanasia
A732202,Adoption
A732203,Adoption
A732204,Transfer
A732205,Adoption
A732206,Adoption
A732207,Transfer
A732208,Transfer
A732209,Transfer
A732210,Adoption
A732211,Adoption
A732212,Adoption
A732213,Return to Owner
A732215,Adoption
A732216,Transfer
A732217,Transfer
A732218,Transfer
A732219,Transfer
A732220,Adoption
A732221,Return to Owner
A732222,Adoption
A732224,Adoption
A732224,Adoption
A732225,Return to Owner
A732226,Adoption
A732228,Adoption
A732230,Transfer
A732231,Transfer
A732232,Transfer
A732233,Transfer
A732234,Transfer
A732235,Adoption
A732236,Adoption
A732236,Adoption
A732240,Adoption
A732241,Return to Owner
A732244,Return to Owner
A732246,Adoption
A732247,Adoption
A732248,Adoption
A732249,Transfer
A732250,Adoption
A732251,Adoption
A732252,Adoption
A732253,Adoption
A732254,Adoption
A732255,Adoption
A732256,Adoption
A732257,Transfer
A732259,Transfer
A732260,Transfer
A732264,Transfer
A732265,Return to Owner
A732265,Adoption
A732266,Euthanasia
A732270,Euthanasia
A732271,Return to Owner
A732272,Return to Owner
A732273,Return to Owner
A732274,Adoption
A732275,Adoption
A732276,Transfer
A732277,Return to Owner
A732278,Return to Owner
A732279,Adoption
A732284,Euthanasia
A732285,Euthanasia
A732286,Adoption
A732287,Transfer
A732288,Transfer
A732294,Transfer
A732295,Return to Owner
A732297,Transfer
A732299,Adoption
A732299,Adoption
A732299,Return to Owner
A732300,Adoption
A732302,Transfer
A732303,Transfer
A732304,Euthanasia
A732305,Return to Owner
A732307,Transfer
A732308,Return to Owner
A732310,Adoption
A732311,Adoption
A732312,Adoption
A732313,Adoption
A732316,Return to Owner
A732317,Adoption
A732319,Return to Owner
A732319,Return to Owner
A732319,Return to Owner
A732319,Return to Owner
A732323,Adoption
A732325,Adoption
A732326,Transfer
A732328,Return to Owner
A732329,Adoption
A732330,Adoption
A732331,Adoption
A732332,Adoption
A732333,Transfer
A732333,Adoption
A732334,Transfer
A732335,Adoption
A732336,Transfer
A732337,Return to Owner
A732338,Transfer
A732339,Return to Owner
A732340,Return to Owner
A732340,Adoption
A732342,Adoption
A732343,Transfer
A732344,Transfer
A732345,Transfer
A732346,Transfer
A732347,Transfer
A732348,Transfer
A732349,Adoption
A732350,Adoption
A732351,Transfer
A732353,Adoption
A732354,Adoption
A732354,Adoption
A732355,Adoption
A732357,Return to Owner
A732358,Transfer
A732359,Transfer
A732363,Adoption
A732371,Return to Owner
A732372,Adoption
A732373,Transfer
A732374,Adoption
A732375,Transfer
A732376,Transfer
A732377,Transfer
A732378,Adoption
A732379,Adoption
A732380,Transfer
A732381,Transfer
A732383,Adoption
A732384,Adoption
A732385,Transfer
A732386,Transfer
A732387,Transfer
A732388,Transfer
A732389,Adoption
A732390,Transfer
A732390,Adoption
A732391,Adoption
A732392,Adoption
A732394,Adoption
A732394,Adoption
A732395,Adoption
A732396,Transfer
A732397,Transfer
A732399,Adoption
A732402,Transfer
A732404,Transfer
A732407,Return to Owner
A732408,Adoption
A732409,Return to Owner
A732410,Adoption
A732410,Adoption
A732411,Transfer
A732412,Return to Owner
A732413,Transfer
A732414,Adoption
A732414,Return to Owner
A732415,Transfer
A732416,Transfer
A732417,Return to Owner
A732418,Euthanasia
A732419,Adoption
A732420,Transfer
A732421,Transfer
A732421,Transfer
A732422,Adoption
A732423,Adoption
A732424,Return to Owner
A732425,Return to Owner
A732425,Adoption
A732426,Adoption
A732427,Adoption
A732428,Return to Owner
A732429,Adoption
A732430,Adoption
A732432,Adoption
A732433,Adoption
A732434,Transfer
A732436,Transfer
A732438,Adoption
A732439,Adoption
A732440,Adoption
A732441,Adoption
A732443,Return to Owner
A732444,Return to Owner
A732453,Adoption
A732454,Adoption
A732455,Return to Owner
A732456,Return to Owner
A732457,Transfer
A732458,Adoption
A732460,Transfer
A732461,Euthanasia
A732462,Adoption
A732463,Adoption
A732464,Transfer
A732465,Transfer
A732466,Adoption
A732467,Adoption
A732468,Adoption
A732468,Return to Owner
A732468,Return to Owner
A732469,Return to Owner
A732470,Adoption
A732471,Adoption
A732473,Adoption
A732475,Return to Owner
A732476,Adoption
A732477,Transfer
A732478,Return to Owner
A732478,Return to Owner
A732478,Return to Owner
A732479,Adoption
A732481,Adoption
A732482,Transfer
A732483,Transfer
A732484,Transfer
A732485,Transfer
A732486,Adoption
A732490,Transfer
A732491,Adoption
A732492,Adoption
A732495,Adoption
A732496,Adoption
A732497,Adoption
A732498,Adoption
A732499,Transfer
A732500,Return to Owner
A732501,Adoption
A732506,Return to Owner
A732513,Euthanasia
A732514,Adoption
A732515,Transfer
A732515,Adoption
A732516,Adoption
A732517,Adoption
A732518,Adoption
A732519,Adoption
A732519,Return to Owner
A732519,Adoption
A732521,Transfer
A732522,Transfer
A732525,Transfer
A732526,Adoption
A732527,Transfer
A732529,Transfer
A732530,Transfer
A732531,Adoption
A732534,Transfer
A732536,Adoption
A732537,Return to Owner
A732538,Return to Owner
A732539,Transfer
A732540,Transfer
A732541,Adoption
A732542,Adoption
A732544,Adoption
A732546,Adoption
A732549,Adoption
A732553,Adoption
A732554,Adoption
A732555,Adoption
A732556,Adoption
A732556,Adoption
A732557,Adoption
A732559,Adoption
A732560,Adoption
A732563,Transfer
A732563,Adoption
A732564,Adoption
A732565,Adoption
A732566,Adoption
A732567,Adoption
